id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2352,Rental unit in Sint-Jans-Molenbeek · ★4.61 · 2 bedrooms · 2 beds · 1 bath,2582,Oda,,Molenbeek-Saint-Jean,50.85702,4.30771,Entire home/apt,99,2,23,2023-05-28,0.20,2,0,2,
2354,Rental unit in Sint Jans Molenbeek · ★4.60 · 1 bedroom · 1 bed · 1 bath,2582,Oda,,Molenbeek-Saint-Jean,50.85709,4.30757,Entire home/apt,89,2,5,2022-11-14,0.05,2,0,0,
45026,Rental unit in Saint-Gilles · ★4.75 · 1 bedroom · 1 bed · 1 bath,198732,Christine,,Saint-Gilles,50.82677,4.34987,Entire home/apt,65,93,61,2023-07-19,0.38,1,364,43,
48180,Rental unit in Woluwe Saint Pierre · 2 bedrooms · 2 beds · 1.5 baths,219560,Ahmet,,Woluwe-Saint-Pierre,50.83771,4.40707,Entire home/apt,200,2,0,,,1,365,0,
52796,Rental unit in Ixelles · ★4.88 · 1 bedroom · 1 bed · 1 bath,244722,Pierre,,Ixelles,50.83362,4.36057,Entire home/apt,83,5,119,2023-12-20,0.76,1,0,10,
80257,Serviced apartment in Anderlecht · ★4.75 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,119,1,9,2023-05-07,0.07,16,360,1,
80320,Serviced apartment in Anderlecht · ★4.68 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,151,1,75,2023-05-28,0.49,16,348,3,
80373,Serviced apartment in Anderlecht · ★4.61 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,119,1,18,2023-05-29,0.19,16,358,2,
96293,Serviced apartment in Anderlecht · ★4.36 · 1 bedroom · 4 beds · 2 baths,433586,Kristella/Francesco,,Anderlecht,50.84053,4.3363,Entire home/apt,163,1,55,2023-05-14,0.36,16,351,1,
96642,Serviced apartment in Anderlecht · ★4.59 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,113,1,27,2022-09-03,0.18,16,328,0,
96694,Serviced apartment in Anderlecht · ★4.49 · 1 bedroom · 3 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,116,1,47,2023-09-24,0.32,16,353,4,
97740,Bed and breakfast in Brussels · ★4.67 · 2 bedrooms · 3 beds · 1 private bath,517059,Benoît,,Schaerbeek,50.87048,4.37904,Hotel room,,2,3,2016-05-26,0.02,2,0,0,
97768,Townhouse in Uccle · 1 bedroom · 1 bed · 1 shared bath,510480,Françoise,,Uccle,50.80688,4.33337,Private room,75,92,2,2021-06-30,0.04,2,99,0,
106677,Home in Uccle · 1 bedroom · 1 bed · 1 bath,510480,Françoise,,Uccle,50.80657,4.33571,Entire home/apt,85,92,1,2019-09-30,0.02,2,203,0,
118707,Serviced apartment in Anderlecht · ★4.55 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,119,1,46,2023-02-27,0.30,16,358,2,
130097,Bed and breakfast in Brussels · ★4.96 · 1 bedroom · 1 bed · 1 bath,641036,Pascal,,Bruxelles,50.84581,4.35008,Hotel room,131,2,202,2023-11-26,1.33,2,297,63,
134357,Serviced apartment in Anderlecht · ★4.52 · Studio · 2 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,120,1,25,2023-02-05,0.22,16,326,3,
134361,Serviced apartment in Anderlecht · ★4.58 · 1 bedroom · 3 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,121,1,40,2023-11-19,0.31,16,351,12,
134504,Serviced apartment in Anderlecht · ★4.63 · Studio · 3 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,120,1,28,2023-03-12,0.19,16,357,2,
134581,Serviced apartment in Anderlecht · ★4.29 · 1 bedroom · 6 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,159,1,130,2023-11-26,0.85,16,356,26,
148114,Serviced apartment in Anderlecht · ★4.0 · Studio · 3 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,107,1,15,2023-03-19,0.10,16,358,1,
148797,Rental unit in Etterbeek · ★4.39 · 3 bedrooms · 5 beds · 1 bath,717733,Grégoire,,Etterbeek,50.83063,4.38619,Entire home/apt,150,5,18,2023-08-12,0.14,1,78,3,
159836,Loft in Schaerbeek · ★4.82 · 1 bedroom · 3 beds · 1 bath,766382,Lucile,,Schaerbeek,50.87457,4.38316,Entire home/apt,80,3,184,2023-11-06,1.84,2,159,14,
166510,Rental unit in Brussels · ★4.80 · 1 bedroom · 1 bed · 1 bath,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Entire home/apt,247,1,11,2022-04-19,0.07,7,334,0,
196623,Loft in Saint-Gilles · ★4.78 · 1 bedroom · 2 beds · 1 bath,957771,Sylvain,,Anderlecht,50.84,4.33689,Entire home/apt,103,1,206,2023-10-21,1.39,1,196,3,
200385,Rental unit in Saint-Gilles · ★4.89 · 1 bedroom · 1 bed · 1 bath,624176,Daan,,Saint-Gilles,50.8264,4.34247,Entire home/apt,90,2,406,2023-12-07,3.88,1,0,89,
268652,Loft in Brussels · ★4.87 · 1 bedroom · 2 beds · 1 bath,1408080,Luc,,Bruxelles,50.852,4.34017,Entire home/apt,100,1,360,2023-12-17,2.49,1,237,63,
269844,Rental unit in Brussels · ★4.79 · 1 bedroom · 1 bed · 1 bath,1171205,Elena,,Bruxelles,50.84584,4.37564,Entire home/apt,115,2,113,2023-11-10,0.77,2,0,34,
293138,Aparthotel in Brussels · ★4.81 · 1 bedroom · 1 bed · 1 private bath,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,130,1,62,2022-10-26,0.45,7,347,0,
293230,Rental unit in Brussels · ★4.69 · 1 bedroom · 1 bed · 1 bath,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Entire home/apt,237,1,46,2023-04-30,0.36,7,312,1,
293280,Aparthotel in Brussels · ★4.79 · 1 bedroom · 1 bed · 1 private bath,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,130,1,100,2023-08-05,0.86,7,356,1,
293281,Aparthotel in Brussels · ★4.80 · 1 bedroom · 1 bed · 1 private bath,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,98,1,104,2023-12-08,0.73,7,347,7,
334945,Bed and breakfast in Brussels · 1 bedroom · 2 beds · 1 private bath,1705823,Le Centenaire,,Bruxelles,50.88993,4.34612,Private room,,1,2,2019-07-10,0.04,2,0,0,
348575,Rental unit in Brussels · ★4.69 · 1 bedroom · 2 beds · 1 bath,1764707,Marcelo,,Bruxelles,50.84902,4.3653,Entire home/apt,85,6,223,2023-10-02,1.58,3,164,8,
348607,Rental unit in Brussels · ★4.67 · 1 bedroom · 3 beds · 1.5 baths,1764707,Marcelo,,Bruxelles,50.84731,4.36337,Entire home/apt,90,6,199,2023-06-15,1.40,3,278,11,
362046,Rental unit in Brussels · ★4.83 · 1 bedroom · 1 bed · 1 bath,1829845,Etienne,,Bruxelles,50.84302,4.35085,Entire home/apt,,3,6,2016-02-15,0.04,3,0,0,
378953,Villa in Woluwe-Saint-Lambert · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,1823420,Vincent,,Woluwe-Saint-Lambert,50.86206,4.4274,Private room,55,3,61,2023-12-20,0.47,3,352,7,
378955,Rental unit in Woluwe-Saint-Lambert · ★4.94 · 1 bedroom · 2 beds · 1 bath,1823420,Vincent,,Evere,50.8619,4.42555,Entire home/apt,80,14,16,2023-08-13,0.11,3,306,3,
385698,Rental unit in Saint-Josse-ten-Noode · ★4.83 · 1 bedroom · 1 bed · 1 bath,199370,Erick,,Saint-Josse-ten-Noode,50.85361,4.36762,Private room,105,1,6,2022-09-10,0.07,1,326,0,
405932,Bed and breakfast in Ixelles · ★4.90 · 2 bedrooms · 5 beds · 1 private bath,2023289,Jacques & Françoise,,Ixelles,50.82071,4.35525,Private room,73,2,144,2023-11-20,1.05,1,0,12,
429409,Rental unit in Molenbeek-Saint-Jean · ★4.72 · 1 bedroom · 4 beds · 1.5 baths,2126739,Rocío & Ward,,Molenbeek-Saint-Jean,50.86311,4.34463,Entire home/apt,70,5,405,2023-11-06,2.87,6,84,28,
441012,Rental unit in Vorst · ★4.60 · 1 bedroom · 1 bath,2188987,Elvira Anna Elisabetta,,Forest,50.81568,4.33865,Entire home/apt,70,3,107,2023-08-30,0.82,2,257,8,
443355,Rental unit in Saint-Gilles · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,2188995,Veronica,,Saint-Gilles,50.83212,4.34993,Private room,60,20,17,2023-12-18,0.12,3,265,2,
448217,Rental unit in Saint-Gilles · ★4.87 · 1 bedroom · 1 bed · 1 private bath,2226232,Anne,,Saint-Gilles,50.82862,4.35048,Private room,57,3,574,2023-12-14,4.07,1,76,45,
489081,Rental unit in Saint-Gilles · ★4.50 · 2 bedrooms · 4 beds · 1 bath,2188995,Veronica,,Saint-Gilles,50.83131,4.34995,Entire home/apt,200,10,8,2023-05-29,0.06,3,176,3,
510929,Townhouse in Saint-Josse-ten-Noode · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,2210824,Carine,,Saint-Josse-ten-Noode,50.85411,4.37615,Private room,43,4,364,2023-12-12,2.60,1,63,55,
516715,Rental unit in Brussels · ★4.53 · 1 bedroom · 1 bed · 1 bath,1829845,Etienne,,Bruxelles,50.84312,4.35243,Entire home/apt,,2,41,2015-11-29,0.29,3,0,0,
540081,Rental unit in Ixelles · ★4.85 · 2 bedrooms · 3 beds · 2.5 baths,2653911,"Françoise, Maurice",,Ixelles,50.81671,4.35486,Entire home/apt,170,91,39,2023-09-17,0.38,1,18,2,
605265,Bed and breakfast in Brussels · 1 bedroom · 1 bed · 1 bath,1829845,Etienne,,Bruxelles,50.84281,4.35232,Private room,164,2,1,2012-08-22,0.01,3,0,0,
623192,Rental unit in Brussels · ★4.77 · 1 bedroom · 1 bed · 1 bath,3090043,Amélie,,Bruxelles,50.84387,4.34906,Entire home/apt,90,2,254,2023-09-23,1.84,1,16,18,
659834,Loft in Brussels · ★4.87 · 1 bedroom · 1 bed · 1 bath,2996959,Hervé,,Bruxelles,50.84724,4.34033,Entire home/apt,95,3,88,2023-12-04,0.64,1,357,35,
666495,Rental unit in Anderlecht · ★4.89 · 1 bedroom · 2 beds · 1 private bath,3369813,Jeroen,,Anderlecht,50.83392,4.32795,Private room,90,2,30,2023-07-23,0.22,1,325,1,
678139,Rental unit in Ixelles · ★4.82 · 1 bedroom · 1 bed · 1 bath,3449982,Laetitia,,Ixelles,50.83195,4.36246,Entire home/apt,114,10,49,2023-12-16,0.87,6,254,14,
688398,Rental unit in Saint-Gilles · ★4.57 · 1 bedroom · 1 bed · 1 bath,3506931,Adam,,Saint-Gilles,50.83202,4.34506,Entire home/apt,57,5,107,2023-09-17,0.78,1,189,8,
701220,Rental unit in Vorst · ★4.93 · 1 bedroom · 2 beds · 1 bath,102116,Isabelle,,Forest,50.81891,4.32694,Entire home/apt,90,5,14,2023-12-01,0.54,1,201,2,
702465,Rental unit in anderlecht  · ★4.65 · 2 bedrooms · 2 beds · 1.5 baths,3275907,Patrick,,Anderlecht,50.84114,4.3364,Entire home/apt,135,4,220,2023-10-03,1.62,1,6,10,
746595,Rental unit in Vorst · ★4.93 · 3 bedrooms · 4 beds · 1.5 baths,3917867,Hugues,,Forest,50.821,4.32819,Entire home/apt,134,2,172,2023-12-14,1.30,1,166,20,
753573,Townhouse in Brussels · ★4.93 · 1 bedroom · 2 beds · 1 private bath,3925484,Madeleine,,Bruxelles,50.84868,4.38655,Private room,60,1,195,2023-11-19,1.50,1,134,45,
785852,Rental unit in Brussels · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3584896,Luna,,Bruxelles,50.85042,4.34298,Entire home/apt,73,3,10,2015-10-09,0.08,1,0,0,
796035,Rental unit in Ixelles · ★5.0 · 1 bedroom · 2 beds · 1 bath,4193092,Helena,,Ixelles,50.82321,4.35766,Entire home/apt,170,2,19,2023-06-26,0.74,1,141,4,
797781,Townhouse in Brussels · ★4.67 · 1 bedroom · 2 beds · 1 private bath,4200514,Benedicte,,Bruxelles,50.84799,4.38788,Private room,49,7,49,2023-12-01,0.37,2,249,5,
807834,Condo in Brussels · ★4.88 · 1 bedroom · 3 beds · 1 bath,4250257,Bernard,,Bruxelles,50.83831,4.35072,Entire home/apt,85,2,959,2023-12-05,7.14,1,0,79,
811507,Rental unit in Brussels · ★4.86 · 1 bedroom · 2 beds · 1 bath,4267408,Benedetta,,Bruxelles,50.84499,4.37696,Entire home/apt,55,6,28,2022-02-28,0.22,1,179,0,
820940,Bed and breakfast in Koekelberg · ★4.92 · 2 bedrooms · 3 beds · 1 private bath,4311254,Laurent,,Koekelberg,50.86173629760742,4.328306198120117,Private room,95,3,51,2023-12-11,0.56,1,6,24,
831325,Rental unit in Ixelles · ★4.37 · 1 bedroom · 1 bed · 2 baths,3950554,Marielle,,Ixelles,50.83427,4.36366,Private room,41,2,42,2015-02-27,0.31,1,314,0,
843131,Rental unit in Schaerbeek · ★4.79 · 1 bedroom · 1 bed · 1 bath,4402146,Catherine,,Schaerbeek,50.86549,4.37209,Entire home/apt,65,2,126,2023-12-16,1.02,1,0,105,
845565,Home in Auderghem · 3 bedrooms · 4 beds · 2.5 baths,4411779,Isabelle,,Auderghem,50.80443,4.43546,Entire home/apt,130,15,1,2022-05-26,0.05,3,263,0,
845573,Home in Auderghem · 3 bedrooms · 4 beds · 2.5 baths,4411779,Isabelle,,Auderghem,50.80243,4.43593,Entire home/apt,120,15,2,2021-04-22,0.03,3,273,0,
847618,Townhouse in Brussels · ★4.86 · 1 bedroom · 1 bed · 1 private bath,4425572,Mireille,,Bruxelles,50.8901,4.34212,Private room,80,14,7,2023-11-08,0.06,1,278,1,
856337,Condo in Molenbeek-Saint-Jean · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,4477045,Maria,,Molenbeek-Saint-Jean,50.85584,4.30829,Private room,61,1,77,2023-10-12,0.90,1,360,11,
871638,Loft in Evere · ★4.88 · 2 bedrooms · 3 beds · 1 bath,4595663,Jacques & Janine,,Evere,50.87589,4.39696,Entire home/apt,40,28,282,2023-06-01,2.21,1,291,1,
877917,Loft in Brussels · ★4.83 · 3 bedrooms · 3 beds · 1 bath,4639108,Fabrice,,Bruxelles,50.84867,4.34381,Entire home/apt,200,3,82,2023-09-18,0.95,1,231,30,
904954,Guest suite in Ixelles · ★4.92 · 1 bedroom · 1 bed · 1 bath,4715516,Marie-Luce,,Ixelles,50.82291,4.35978,Entire home/apt,120,6,124,2023-07-31,0.94,1,246,2,
905055,Townhouse in Brussels · ★4.86 · 1 bedroom · 1 bed · 1 private bath,4841685,Helena & Philip,,Bruxelles,50.85220718383789,4.346160888671875,Private room,88,2,505,2023-12-15,3.86,1,346,63,
933649,Home in Watermael-Boitsfort · ★4.96 · 2 bedrooms · 3 beds · 1 bath,4775402,Odile And François,,Watermael-Boitsfort,50.81143,4.39497,Entire home/apt,200,5,49,2023-11-10,0.38,1,168,5,
938771,Loft in Brussels · ★4.96 · 1 bedroom · 1 bed · 1 bath,101192,Eve,,Bruxelles,50.87224,4.34684,Entire home/apt,121,3,304,2023-12-11,2.34,1,187,55,
939593,Rental unit in Ixelles · ★4.30 · 1 bedroom · 1 bed · 1 bath,5076144,Emilie,,Ixelles,50.82179,4.38074,Entire home/apt,71,7,11,2023-01-01,0.08,1,334,1,
952213,Rental unit in Saint-Josse-ten-Noode · ★4.83 · 1 bedroom · 2 beds · 1 bath,5168736,Luca,,Saint-Josse-ten-Noode,50.85504,4.36895,Entire home/apt,93,3,447,2023-12-05,3.84,6,0,52,
956076,Rental unit in Forest · ★4.85 · 1 bedroom · 1 bed · 1 bath,5195596,Martine,,Forest,50.81678,4.343,Entire home/apt,68,2,150,2023-12-16,1.17,1,210,17,
957524,Rental unit in Saint-Josse-ten-Noode · ★4.85 · 2 bedrooms · 3 beds · 1 bath,5207743,Carine And Her Son,,Saint-Josse-ten-Noode,50.85397,4.37615,Entire home/apt,76,4,386,2023-12-11,2.94,1,45,39,
964913,Rental unit in Etterbeek · ★4.53 · 1 bedroom · 2 beds · 1 bath,995442,Julien,,Etterbeek,50.83335,4.40382,Entire home/apt,71,1,194,2023-11-19,1.49,6,321,55,
967338,Home in Woluwe-Saint-Lambert · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,5277485,Martine,,Woluwe-Saint-Lambert,50.8478,4.43279,Private room,40,21,5,2022-10-17,0.04,2,0,0,
972913,Rental unit in Brussels · ★4.90 · 2 bedrooms · 2 beds · 1 bath,9463457,Valerio,,Bruxelles,50.82587,4.36428,Entire home/apt,176,4,184,2023-10-09,1.40,3,359,14,
992573,Villa in Woluwe-Saint-Lambert · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1823420,Vincent,,Woluwe-Saint-Lambert,50.86149,4.42712,Private room,65,3,112,2023-12-18,0.88,3,354,9,
992623,Rental unit in Etterbeek · ★4.35 · 1 bedroom · 1 bed · 1 bath,995442,Julien,,Etterbeek,50.83122,4.40322,Entire home/apt,68,1,138,2023-12-03,1.30,6,165,42,
1012058,Rental unit in Etterbeek · ★4.56 · 1 bedroom · 1 bed · 1 bath,5567205,Zoé,,Etterbeek,50.82972,4.38636,Entire home/apt,,5,16,2023-08-08,0.12,1,0,1,
1033947,Rental unit in Anderlecht · ★4.78 · 1 bedroom · 3 beds · 1 bath,5690095,Ulyssa,,Anderlecht,50.83253,4.3293,Entire home/apt,193,1,106,2018-01-01,0.85,1,98,0,
1039139,Condo in Brussels · ★4.91 · 1 bedroom · 1 bed · 1 bath,3823435,Stefan,,Bruxelles,50.84716,4.34013,Entire home/apt,151,3,447,2023-12-12,3.46,1,8,61,
1047270,Loft in Brussels · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,1928242,Hernan,,Bruxelles,50.82544,4.3656,Entire home/apt,101,2,101,2023-12-17,0.84,1,303,8,
1080200,Loft in Saint-Gilles · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,4588135,Filip,,Saint-Gilles,50.83732,4.33809,Entire home/apt,74,5,646,2023-12-04,5.03,1,195,50,
1092072,Rental unit in Ixelles · ★4.50 · 1 bedroom · 2 beds · 1 private bath,5770642,Jakob,,Ixelles,50.82275,4.37179,Private room,,10,5,2017-04-27,0.04,3,0,0,
1100719,Rental unit in Saint-Gilles · ★4.97 · 2 bedrooms · 2 beds · 1 bath,2333860,Tina En Karel,,Saint-Gilles,50.82672,4.33958,Entire home/apt,130,4,29,2023-12-09,0.24,1,51,15,
1101677,Home in Saint-Josse-ten-Noode · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,5168736,Luca,,Saint-Josse-ten-Noode,50.85416,4.36871,Private room,54,3,193,2023-11-05,1.71,6,87,40,
1122398,Rental unit in Ixelles · 1 bedroom · 1 bed · 1 bath,5770642,Jakob,,Ixelles,50.82411,4.36982,Private room,,60,2,2019-08-14,0.02,3,0,0,
1122489,Condo in Ixelles · 2 bedrooms · 2 beds · 1 shared bath,5770642,Jakob,,Ixelles,50.82474,4.37143,Private room,,20,2,2016-10-09,0.02,3,0,0,
1139899,Rental unit in Forest · ★4.75 · 1 bedroom · 2 beds · 1 bath,6251871,Yves,,Forest,50.80422,4.31804,Entire home/apt,43,92,12,2023-09-30,0.10,3,238,1,
1155898,Rental unit in Forest · ★4.75 · 1 bedroom · 2 beds · 1 bath,6251871,Yves,,Forest,50.80443,4.31996,Entire home/apt,43,92,4,2023-06-01,0.03,3,165,2,
1165927,Rental unit in Saint-Gilles · ★4.74 · 1 bedroom · 1 bed · 1 bath,2912330,Astrid,,Saint-Gilles,50.82387,4.34951,Entire home/apt,90,2,84,2023-12-08,0.66,1,291,3,
1178801,Home in Woluwe-Saint-Lambert · ★4.86 · 1 bedroom · 1 bed · Shared half-bath,5277485,Martine,,Woluwe-Saint-Lambert,50.84556,4.43337,Private room,,30,8,2018-06-21,0.06,2,0,0,
1184497,Rental unit in Brussels · ★4.66 · 1 bedroom · 1 bed · 1 bath,6478789,Laurent,,Bruxelles,50.84581,4.35616,Entire home/apt,65,180,50,2019-08-03,0.40,1,141,0,
1184573,Serviced apartment in Anderlecht · ★4.31 · Studio · 3 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,150,1,84,2023-07-30,0.74,16,345,4,
1184619,Serviced apartment in Anderlecht · ★4.44 · 1 bedroom · 5 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,163,1,197,2023-02-12,1.59,16,360,2,
1188066,Rental unit in Ixelles · ★4.96 · 3 bedrooms · 5 beds · 1 bath,6461047,Aflalo,,Etterbeek,50.82925,4.38107,Entire home/apt,95,3,23,2023-05-03,0.19,1,5,1,
1192448,Serviced apartment in Anderlecht · ★4.41 · 2 bedrooms · 5 beds · 2 baths,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,281,1,44,2023-06-18,0.36,16,0,5,
1192753,Serviced apartment in Brussel · ★4.80 · Studio · 1 bed · 1 bath,5932843,Hans,,Bruxelles,50.84946,4.35416,Entire home/apt,150,3,96,2023-12-17,1.19,4,348,21,
1197083,Condo in Saint-Gilles · ★4.46 · 2 bedrooms · 2 beds · 1.5 baths,6540102,Liam,,Saint-Gilles,50.82524,4.35395,Entire home/apt,159,6,138,2023-07-31,1.07,3,1,1,
1200538,Serviced apartment in Anderlecht · ★4.30 · Studio · 4 beds · 1 bath,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,119,1,120,2023-10-01,0.97,16,358,7,
1208994,Rental unit in Ixelles · 1 bedroom · 2 beds · 1 bath,6602487,Clara,,Ixelles,50.82332,4.35605,Entire home/apt,80,1000,2,2023-03-05,0.02,1,365,1,
1212814,Rental unit in Brussels · ★4.55 · 1 bedroom · 1 bed · 1 bath,6620396,Louis,,Bruxelles,50.85574,4.34643,Entire home/apt,131,2,76,2023-12-10,0.73,1,358,16,
1237447,Rental unit in Brussels · ★4.67 · 1 bedroom · 2 beds · 1 bath,1764707,Marcelo,,Bruxelles,50.84861,4.35703,Entire home/apt,100,4,468,2023-12-01,3.68,3,277,33,
1241604,Townhouse in Brussels · ★4.93 · 1 bedroom · 1 bed · 1 private bath,6767876,Jan,,Bruxelles,50.85669,4.35469,Private room,62,2,239,2023-12-17,2.19,2,116,60,
1248982,Rental unit in Etterbeek · ★4.53 · 2 bedrooms · 3 beds · 2.5 baths,6805921,Diego,,Etterbeek,50.83821,4.40253,Entire home/apt,95,91,30,2016-12-11,0.24,1,267,0,
1255845,Rental unit in Saint-Gilles · ★4.81 · 2 bedrooms · 1 bed · 1 bath,6840814,Anne-Aymone,,Saint-Gilles,50.82456,4.34105,Entire home/apt,90,5,77,2023-08-19,0.62,1,354,4,
1259022,Rental unit in Etterbeek · ★4.50 · 1 bedroom · 3 beds · 1 bath,995442,Julien,,Etterbeek,50.83234,4.40438,Entire home/apt,90,1,39,2023-11-27,0.37,6,0,18,
1281585,Condo in Brussels · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,6973611,Hsiao-Fang Fiona,,Etterbeek,50.83076,4.39729,Private room,45,4,106,2023-11-24,0.90,2,78,11,
1282520,Rental unit in Brussels · ★4.98 · 1 bedroom · 1 bed · 1.5 shared baths,6973611,Hsiao-Fang Fiona,,Etterbeek,50.83076,4.39729,Private room,45,4,47,2023-12-10,0.46,2,0,15,
1300465,Townhouse in Schaerbeek · ★4.85 · 3 bedrooms · 4 beds · 3 baths,3277945,Elodie,,Schaerbeek,50.85915,4.3831,Entire home/apt,150,4,34,2023-11-05,0.30,1,36,4,
1316203,Rental unit in Etterbeek · ★4.75 · 1 bedroom · 1 bed · 1 bath,876633,Nicolas,,Etterbeek,50.83913,4.38157,Entire home/apt,90,90,55,2022-08-31,0.44,4,149,0,
1322759,Rental unit in Forest · ★4.24 · 3 bedrooms · 5 beds · 1 bath,7180341,Cécile,,Forest,50.8195,4.34577,Entire home/apt,112,6,33,2023-08-08,0.30,1,230,3,
1341985,Home in Ixelles · ★4.77 · 3 bedrooms · 3 beds · 1 bath,3845557,Remco,,Ixelles,50.83484,4.36703,Entire home/apt,80,2,43,2017-05-28,0.34,1,43,0,
1359977,Home in Etterbeek · ★4.50 · 1 bedroom · 1 bed · 1 bath,6672146,Laetitia,,Etterbeek,50.83195,4.38793,Private room,45,100,6,2016-01-02,0.06,1,0,0,
1415158,Rental unit in Brussels · ★4.72 · 2 bedrooms · 4 beds · 2 baths,7563348,Ataur,,Bruxelles,50.85343,4.35111,Entire home/apt,,2,365,2022-11-03,3.05,1,0,0,
1417308,Rental unit in Molenbeek-Saint-Jean · ★3.58 · 1 bedroom · 4 beds · 1.5 baths,7339159,Akram,,Molenbeek-Saint-Jean,50.84718086806905,4.325114235443102,Entire home/apt,110,2,12,2023-06-25,1.01,1,82,12,
1443326,Rental unit in Brussels · ★4.92 · 2 bedrooms · 4 beds · 1 bath,4198807,Olivier,,Bruxelles,50.87445,4.34383,Entire home/apt,,2,63,2020-08-08,0.50,1,0,0,
1459052,Rental unit in Etterbeek · ★4.48 · 2 bedrooms · 1 bed · 1 bath,7821832,Emmanuel,,Etterbeek,50.83109,4.38782,Entire home/apt,55,5,124,2023-08-17,0.98,1,129,3,
1491088,Rental unit in Ixelles · ★4.93 · 1 bedroom · 1 bed · 1 bath,7971502,Melody,,Ixelles,50.81794,4.38478,Entire home/apt,,2,15,2021-10-10,0.13,1,0,0,
1513672,Rental unit in Etterbeek · ★4.64 · 1 bedroom · 1 bed · 1 bath,8082639,Phil,,Etterbeek,50.83021,4.39907,Entire home/apt,119,6,14,2022-12-31,0.13,2,306,1,
1525149,Rental unit in Saint-Gilles · ★4.68 · 2 bedrooms · 2 beds · 1 bath,8137554,Sylvestre,,Saint-Gilles,50.83278,4.34228,Entire home/apt,78,4,112,2023-10-28,1.09,1,51,17,
1541871,Rental unit in Ixelles · ★4.83 · 1 bedroom · 1 bed · 1 private bath,3472841,Virginie,,Ixelles,50.81667,4.36898,Private room,78,3,178,2023-12-10,1.42,2,0,7,
1591834,Condo in Ixelles · ★4.76 · 2 bedrooms · 2 beds · 1.5 baths,7975542,Monica,,Ixelles,50.82918,4.37223,Entire home/apt,90,180,142,2020-03-07,1.13,1,285,0,
1599393,Rental unit in Woluwe-Saint-Lambert · ★4.48 · Studio · 1 bed · 1 bath,8123156,Maria,,Woluwe-Saint-Lambert,50.8491,4.43415,Entire home/apt,64,3,33,2023-12-13,0.36,1,352,18,
1696751,Rental unit in Brussels · ★4.75 · 3 bedrooms · 6 beds · 1 bath,6099302,Celine,,Schaerbeek,50.85319,4.38245,Entire home/apt,,23,4,2017-09-24,0.03,2,0,0,
1702608,Rental unit in Evere · ★4.72 · 1 bedroom · 1 bed · 1 private bath,3489240,Marine & Brigitte,,Evere,50.87274,4.39809,Private room,60,2,18,2022-08-27,0.17,1,0,0,
1748384,Home in Ixelles · ★4.38 · 1 bedroom · 1 bed · 1 bath,9200458,Micheline,,Ixelles,50.8184,4.38404,Private room,59,1,29,2023-11-01,0.27,2,174,6,
1770977,Rental unit in Etterbeek · ★4.47 · 2 bedrooms · 4 beds · 1 bath,995442,Julien,,Etterbeek,50.83326,4.40494,Entire home/apt,92,1,226,2023-12-10,1.93,6,0,69,
